team_or_player,source,publication_date,content,trust_score,classification,link
Mackenzie Blackwood gets best of former team as Sharks blank Devils,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Mackenzie Blackwood made 44 saves against his former team on Sunday night as the San Jose Sharks hung on for a 1-0 victory over the New Jersey Devils,0.0,unknown,https://deadspin.com/mackenzie-blackwood-gets-best-of-former-team-as-sharks-blank-devils/
Heat edge Timberwolves on clutch three-point play,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Nikola Jovic converted a go-ahead, three-point play with 7.8 seconds remaining, and the Miami Heat held on for a 95-94 win over the Minnesota Timberwo",0.0,unknown,https://deadspin.com/heat-edge-timberwolves-on-clutch-three-point-play/
"Stephen Curry (36 pts), Warriors hold off Thunder's furious rally","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Stephen Curry scored a season-high 36 points as the visiting Golden State Warriors held off the Thunder for a 127-116 win on Sunday in Oklahoma City.,",0.0,unknown,https://deadspin.com/stephen-curry-36-pts-warriors-hold-off-thunders-furious-rally/
Blackhawks win in OT to end winless drought vs. Wild,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Philipp Kurashev scored 1:50 into overtime and Petr Mrazek made 32 saves as the host Chicago Blackhawks defeated the Minnesota Wild 2-1 on Sunday.,Mra",0.0,unknown,https://deadspin.com/blackhawks-win-in-ot-to-end-winless-drought-vs-wild/
"Looking to limit turnovers, No. 22 UCLA hosts Boston University","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"When No. 22-ranked UCLA returns home to Los Angeles on Monday to face Boston University, the Bruins will be focused on cutting down on turnovers. ,UCL",0.0,unknown,https://deadspin.com/looking-to-limit-turnovers-no-22-ucla-hosts-boston-university/
"Despite upset win, Ohio State not satisfied entering clash vs. Youngstown State","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Ohio State is brimming with confidence but not satisfied heading into its home opener against Youngstown State on Monday in Columbus, Ohio.,Defeating",0.0,unknown,https://deadspin.com/despite-upset-win-ohio-state-not-satisfied-entering-clash-vs-youngstown-state/
Top 25 roundup: No. 18 Maryland holds off No. 11 Duke in ranked matchup,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Kaylene Smikle scored a game-high 23 points Sunday as No. 18 Maryland established a 13-point fourth quarter lead and held off No. 11 Duke 85-80 in wom,0.0,unknown,https://deadspin.com/top-25-roundup-no-18-maryland-holds-off-no-11-duke-in-ranked-matchup/
New York Giants Should Put Brian Daboll and Daniel Jones on Hot Seat,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"It's time for the New York Giants to start over, and that means moving on from head coach Brian Daboll and quarterback Daniel Jones after an ugly loss",0.0,unknown,https://deadspin.com/new-york-giants-should-put-brian-daboll-and-daniel-jones-on-hot-seat/
"Wagner brothers, Magic too much for Wizards","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Franz Wagner scored 23 points and his brother Moritz Wagner had 16 as the host Orlando Magic scored a season high in coasting past the Washington Wiza,0.0,unknown,https://deadspin.com/wagner-brothers-magic-too-much-for-wizards/
Golden Knights eye franchise-record home win streak as Hurricanes pay visit,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,The Vegas Golden Knights will try to set a franchise record for consecutive home wins on Monday night when they host the Carolina Hurricanes in Las Ve,0.0,unknown,https://deadspin.com/golden-knights-eye-franchise-record-home-win-streak-as-hurricanes-pay-visit/
"Penguins face Stars, could work Tristan Jarry back into the mix","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"It is not just the Pittsburgh Penguins returning home Monday to face the Dallas Stars. Goaltender Tristan Jarry is also coming back.,The Penguins sent",0.0,unknown,https://deadspin.com/penguins-face-stars-could-work-tristan-jarry-back-into-the-mix/
Steady Kings visit point-hungry Flames,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"The Los Angeles Kings are perched atop the Pacific Division standings, and among the reasons for that success is their ability to curtail losing strea",0.0,unknown,https://deadspin.com/steady-kings-visit-point-hungry-flames/
Avalanche host Predators in battle of streaky teams,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"The Colorado Avalanche went nearly 90 minutes without a goal before scoring five in a span of less than 10 minutes.,Colorado hung on to win, splitting",0.0,unknown,https://deadspin.com/avalanche-host-predators-in-battle-of-streaky-teams/
"Jannik Sinner, Taylor Fritz open Nitto ATP Finals with wins","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Italian World No. 1 Jannik Sinner and American fifth seed Taylor Fritz kicked off the Nitto ATP Finals with straight-sets victories on Sunday in Turin,0.0,unknown,https://deadspin.com/jannik-sinner-taylor-fritz-open-nitto-atp-finals-with-wins/
Pacers use 3-point parade to pull away from Knicks,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Bennedict Mathurin scored a career-high 38 points, Tyrese Haliburton had 12 of his season-high 35 points in the fourth quarter and the host Indiana Pa",0.0,unknown,https://deadspin.com/pacers-use-3-point-parade-to-pull-away-from-knicks/
No. 13 Texas A&M wants to keep growing vs. Lamar,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"No. 13 Texas A&amp;M will look to continue its accelerated growth path when it squares off against Lamar on Monday in College Station, Texas.,The Aggies (",0.0,unknown,https://deadspin.com/no-13-texas-am-wants-to-keep-growing-vs-lamar/
Embattled Todd Golden to coach Florida vs. Grambling State,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Florida coach Todd Golden will run the squad in Monday night's home game against Grambling State despite being under investigation by the school for s,0.0,unknown,https://deadspin.com/embattled-todd-golden-to-coach-florida-vs-grambling-state/
Steven Alker captures Schwab Cup; Bernhard Langer wins 47th tourney,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,German golf legend Bernhard Langer sank a long birdie putt at the final hole to win the Charles Schwab Cup Championship and hand the season-long Schwa,0.0,unknown,https://deadspin.com/steven-alker-captures-schwab-cup-bernhard-langer-wins-47th-tourney/
Reports: Marlins tap Dodgers' Clayton McCullough as next manager,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"The Miami Marlins are hiring Los Angeles Dodgers first base coach Clayton McCullough as their new manager, multiple reports said Sunday.,McCullough, 4",0.0,unknown,https://deadspin.com/reports-marlins-tap-dodgers-clayton-mccullough-as-next-manager/
Kyler Murray's sharp passing propels Cardinals to blowout of Jets,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Arizona quarterback Kyler Murray passed for 266 yards and set a team record with 17 consecutive completions as the Cardinals rolled to a 31-6 victory,0.0,unknown,https://deadspin.com/kyler-murrays-sharp-passing-propels-cardinals-to-blowout-of-jets/
Eagles extend Cowboys' home misery with 34-6 rout,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Jalen Hurts threw two touchdowns and ran for two more as the Philadelphia Eagles routed the rival Dallas Cowboys 34-6 on Sunday in Arlington, Texas.,",0.0,unknown,https://deadspin.com/eagles-extend-cowboys-home-misery-with-34-6-rout/
"LSU tightens defense, surges past Alabama State","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Cam Carter scored 21 points and LSU overcame a 10-point second-half deficit to defeat Alabama State 74-61 in a nonconference game Sunday in Baton Roug,0.0,unknown,https://deadspin.com/lsu-tightens-defense-surges-past-alabama-state/
"Ryan Kalkbrenner shines again, No. 15 Creighton beats pesky FDU","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Ryan Kalkbrenner scored 24 points, pulled down six rebounds and had three blocks to lead No. 15 Creighton to a 96-70 win over Fairleigh Dickinson on S",0.0,unknown,https://deadspin.com/ryan-kalkbrenner-shines-again-no-15-creighton-beats-pesky-fdu/
Chargers pull away from Titans for 3rd straight win,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Justin Herbert guided a pair of touchdown drives to open the second half on Sunday as the Los Angeles Chargers extended their winning streak to three,0.0,unknown,https://deadspin.com/chargers-pull-away-from-titans-for-3rd-straight-win/
No. 6 Gonzaga holds off Arizona State to stay unbeaten,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Khalif Battle scored all 19 of his points in the second half as No. 6 Gonzaga avoided an upset bid, outlasting Arizona State 88-80 on Sunday in a nonc",0.0,unknown,https://deadspin.com/no-6-gonzaga-holds-off-arizona-state-to-stay-unbeaten/
Kennesaw State coach Brian Bohannon steps down from program he created,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,"Brian Bohannon, who started the Kennesaw State program, stepped down on Sunday as head coach in his 10th season following a 1-8 start to the Owls' fir",0.0,unknown,https://deadspin.com/kennesaw-state-coach-brian-bohannon-steps-down-from-program-he-created/
Joey Logano wins third Cup Series Championship at Phoenix,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-11,Joey Logano completed his Cinderella story Sunday afternoon by holding off teammate Ryan Blaney and winning the NASCAR Cup Series Championship race at,0.0,unknown,https://deadspin.com/joey-logano-wins-third-cup-series-championship-at-phoenix/
"Florida State fires 3 assistants, including OC, DC","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Florida State head coach Mike Norvell fired three members of his coaching staff on Sunday, one day after the Seminoles were steamrolled 52-3 by No. 10",0.0,unknown,https://deadspin.com/florida-state-fires-3-assistants-including-oc-dc/
Celtics rally to stun Bucks despite Giannis Antetokounmpo's 43,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Jayson Tatum scored 31 points with 12 rebounds and six assists to help the visiting Boston Celtics overcome a 17-point deficit and defeat the Milwauke,0.0,unknown,https://deadspin.com/celtics-rally-to-stun-bucks-despite-giannis-antetokounmpos-43/
Georgia shows deep scoring attack to cruise past Texas Southern,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Dakota Leffew scored a game-high 23 points off the bench, helping lead the Georgia Bulldogs to a 92-64 win over the visiting Texas Southern Tigers on",0.0,unknown,https://deadspin.com/georgia-shows-deep-scoring-attack-to-cruise-past-texas-southern/
Alperen Sengun powers Rockets past Pistons,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Alperen Sengun had 27 points and 10 rebounds, leading the visiting Houston Rockets past the Detroit Pistons, 101-99, on Sunday.,Tari Eason had 18 poin",0.0,unknown,https://deadspin.com/alperen-sengun-powers-rockets-past-pistons/
Austin Eckroat wins World Wide Technology Championship,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,25-year-old Austin Eckroat shot a final-round 9-under-par 63 to take his second career PGA Tour title and second of 2024 at the World Wide Technology,0.0,unknown,https://deadspin.com/austin-eckroat-wins-world-wide-technology-championship/
Rose Lavelle's late goal lifts Gotham past Thorns in quarterfinals,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Rose Lavelle broke a tie in second-half stoppage time to lift defending champion NJ/NY Gotham FC to a 2-1 win against the visiting Portland Thorns in,0.0,unknown,https://deadspin.com/rose-lavelles-late-goal-lifts-gotham-past-thorns-in-quarterfinals/
Oklahoma State holds off upset-minded St. Thomas,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Marchelus Avery scored 23 points on 8-of-12 shooting, while Pat Suemnick and Bryce Thompson added 11 points apiece to lead Oklahoma State over St. Tho",0.0,unknown,https://deadspin.com/oklahoma-state-holds-off-upset-minded-st-thomas/
Cavaliers seek 12-0 start when they visit Bulls,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"The Cleveland Cavaliers remain unbeaten entering Monday's visit to the Chicago Bulls.,They're also aware that a torrid start quickly has transformed t",0.0,unknown,https://deadspin.com/cavaliers-seek-12-0-start-when-they-visit-bulls/
"Mike Williams scores in team debut, Steelers edge Commanders","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Mike Williams caught a 32-yard touchdown pass with 2:22 left in the game and the visiting Pittsburgh Steelers rallied for a 28-27 win against the Wash,0.0,unknown,https://deadspin.com/mike-williams-scores-in-team-debut-steelers-edge-commanders/
49ers finally on target to edge Buccaneers 23-20,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Jake Moody found redemption on a 44-yard field goal as time expired as the visiting San Francisco 49ers finished off a 23-20 victory over the Tampa Ba,0.0,unknown,https://deadspin.com/49ers-finally-on-target-to-edge-buccaneers-23-20/
Vikings kick their way past Jaguars,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"John Parker Romo made four field goals in his NFL debut, and the Minnesota Vikings escaped with a 12-7 win over the host Jacksonville Jaguars on Sunda",0.0,unknown,https://deadspin.com/vikings-kick-their-way-past-jaguars/
"Miami starts a bit slow, surges past Binghamton","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Starting guards Jalen Blackmon and Nijel Pack combined for 34 points as the host Miami Hurricanes routed the Binghamton Bearcats 88-64 on Sunday after,0.0,unknown,https://deadspin.com/miami-starts-a-bit-slow-surges-past-binghamton/
Chiefs remain unbeaten by sneaking past Broncos,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Harrison Butker kicked three field goals, including a go-ahead 20-yarder with 5:57 left, and Leo Chenal blocked a 35-yard field goal as time expired a",0.0,unknown,https://deadspin.com/chiefs-remain-unbeaten-by-sneaking-past-broncos/
Bills win fifth straight game over turnover-prone Colts,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Josh Allen threw for 280 yards and rushed for a touchdown Sunday as the visiting Buffalo Bills maintained their big AFC East lead with a 30-20 win ove,0.0,unknown,https://deadspin.com/bills-win-fifth-straight-game-over-turnover-prone-colts/
Saints edge Falcons 20-17 to end seven-game losing skid,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Derek Carr passed for 269 yards and two touchdowns and the host New Orleans Saints ended a seven-game losing streak with a 20-17 victory against the A,0.0,unknown,https://deadspin.com/saints-edge-falcons-20-17-to-end-seven-game-losing-skid/
"Patriots sack Caleb Williams 9 times, stifle Bears","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Deatrich Wise Jr. and Anfernee Jennings each had a pair of sacks as the New England Patriots buckled down defensively to beat the host Chicago Bears 1,0.0,unknown,https://deadspin.com/patriots-sack-caleb-williams-9-times-stifle-bears/
Team Falcons win DreamLeague Season 24 grand final,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Team Falcons emerged from the lower bracket to defeat BetBoom Team in the grand final and take first place at the DreamLeague Season 24 event on Sunda,0.0,unknown,https://deadspin.com/team-falcons-win-dreamleague-season-24-grand-final/
No. 21 Florida faces tricky test against Grambling,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,No. 21 Florida has been doing just fine on the court after a pair of season-opening wins. It's the recent off-court concerns with Title IX allegations,0.0,unknown,https://deadspin.com/no-21-florida-faces-tricky-test-against-grambling/
Own goal gets Spirit past Bay FC and into semifinals,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"An own goal in extra time gave the Washington Spirit a 2-1 victory over Bay FC in an NWSL quarterfinal game at Washington D.C.,In the 96th minute, a S",0.0,unknown,https://deadspin.com/own-goal-gets-spirit-past-bay-fc-and-into-semifinals/
Vanderbilt pulls away to take down SE Missouri State,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Devin McGlockton scored 14 points with 19 rebounds and four blocked shots as Vanderbilt defeated Southeast Missouri State 85-76 at Nashville, Tenn., o",0.0,unknown,https://deadspin.com/vanderbilt-pulls-away-to-take-down-se-missouri-state/
"North Florida drops 105 on Georgia Tech, scores another upset","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"North Florida continued its role as an early-season giant slayer, getting 22 points from freshman Josh Harris to knock off host Georgia Tech 105-93 on",0.0,unknown,https://deadspin.com/north-florida-drops-105-on-georgia-tech-scores-another-upset/
Wake Forest completes comeback against Michigan,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Hunter Sallis scored 18 points and Tre'Von Spillers posted 16 points as they sparked Wake Forest in the second half of a 72-70 victory against Michiga,0.0,unknown,https://deadspin.com/wake-forest-completes-comeback-against-michigan/
No. 25 Rutgers seeks second strong effort in clash with Saint Peter's,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"No. 25 Rutgers will aim for another strong showing when it hosts Saint Peter's on Monday night in Piscataway, N.J.,The Scarlet Knights (1-0) started t",0.0,unknown,https://deadspin.com/no-25-rutgers-seeks-second-strong-effort-in-clash-with-saint-peters/
Indiana moves to No. 5 in AP Top 25; Oregon still on top,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Oregon was ranked No. 1 in the country by the Associated Press Top 25 poll for the fourth week in a row, while Big Ten counterpart Indiana stole the s",0.0,unknown,https://deadspin.com/indiana-moves-to-no-5-in-ap-top-25-oregon-still-on-top/
No. 17 Indiana uses huge second half to roar past Eastern Illinois,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Mackenzie Mgbako scored a game-high 18 points Sunday and No. 17 Indiana erupted in the second half to blow out Eastern Illinois 90-55 in Bloomington,",0.0,unknown,https://deadspin.com/no-17-indiana-uses-huge-second-half-to-roar-past-eastern-illinois/
"Wisconsin overcomes slow start, finishes fast in win over Appalachian State","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"It took host Wisconsin about eight minutes to get going, but once they did, the Badgers blitzed Appalachian State with a 28-3 burst en route to an 87-",0.0,unknown,https://deadspin.com/wisconsin-overcomes-slow-start-finishes-fast-in-win-over-appalachian-state/
Canucks' Brock Boeser out indefinitely after big hit,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Vancouver Canucks forward Brock Boeser is out indefinitely after he absorbed a hit to the head from Tanner Jeannot of the Los Angeles Kings.,Coach Ric",0.0,unknown,https://deadspin.com/canucks-brock-boeser-out-indefinitely-after-big-hit/
"David Joplin, No. 18 Marquette aim to jolt Central Michigan","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"No. 18 Marquette's second win of the season was a much closer affair than the 82-63 final score would suggest.,The Golden Eagles were pleased with how",0.0,unknown,https://deadspin.com/david-joplin-no-18-marquette-aim-to-jolt-central-michigan/
No. 2 Alabama readies for McNeese State as challenging week awaits,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Second-ranked Alabama might be tempted to look past its home game against McNeese State on Sunday, especially with a clash against No. 14 Purdue loomi",0.0,unknown,https://deadspin.com/no-2-alabama-readies-for-mcneese-state-as-challenging-week-awaits/
No. 14 Purdue looks for inspired performance vs. Yale,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Purdue won its first two games by an average of 19.5 points but coach Matt Painter wasn't all that impressed.,The No. 14 Boilermakers (2-0) look to pl",0.0,unknown,https://deadspin.com/no-14-purdue-looks-for-inspired-performance-vs-yale/
"No. 5 Iowa State faces Kansas City, aims to overcome 'sloppy' effort","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"No. 5 Iowa State won its season opener by 39 points, but that doesn't mean coach T.J. Otzelberger is fully satisfied.,The group's mentality is to alwa",0.0,unknown,https://deadspin.com/no-5-iowa-state-faces-kansas-city-aims-to-overcome-sloppy-effort/
Eddy Pineiro kicks Panthers past reeling Giants in Germany,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Eddy Pineiro kicked a 36-yard field goal at 2:07 of overtime as the Carolina Panthers converted off a New York Giants turnover for a 20-17 victory on,0.0,unknown,https://deadspin.com/eddy-pineiro-kicks-panthers-past-reeling-giants-in-germany/
Jaguars QB Trevor Lawrence inactive vs. Vikings,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Jacksonville Jaguars quarterback Trevor Lawrence is inactive for Sunday's game against the visiting Minnesota Vikings as he deals with an AC joint spr,0.0,unknown,https://deadspin.com/jaguars-qb-trevor-lawrence-inactive-vs-vikings/
"Sabres, Canadiens moving in opposite directions","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"The hot Buffalo Sabres, in search of their fourth straight victory, will host the struggling Montreal Canadiens -- who are desperate for a win -- on M",0.0,unknown,https://deadspin.com/sabres-canadiens-moving-in-opposite-directions/
Bills WR Amari Cooper (wrist) out vs. Colts,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Buffalo Bills wide receiver Amari Cooper is inactive for Sunday's game against the host Indianapolis Colts due to an injury to his left wrist.,Cooper,",0.0,unknown,https://deadspin.com/bills-wr-amari-cooper-wrist-out-vs-colts/
Utah AD: BYU game 'stolen from us',"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Utah athletic director Mark Harlan could find himself called into the commissioner's office this week.,Harlan blasted the officiating late Saturday af",0.0,unknown,https://deadspin.com/utah-ad-byu-game-stolen-from-us/
Reports: Jaguars QB Trevor Lawrence to sit out vs. Vikings,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Jacksonville Jaguars quarterback Trevor Lawrence is expected to sit out Sunday's game against the visiting Minnesota Vikings as he deals with an AC jo,0.0,unknown,https://deadspin.com/reports-jaguars-qb-trevor-lawrence-to-sit-out-vs-vikings/
"Paul Waring holds off Tyrrell Hatton, wins in Abu Dhabi","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Journeyman Paul Waring recorded the biggest win of his career by seizing a two-stroke victory over fellow Englishman Tyrrell Hatton in the Abu Dhabi C,0.0,unknown,https://deadspin.com/paul-waring-holds-off-tyrrell-hatton-wins-in-abu-dhabi/
College Football's Week 11 Upsets Will Reveal Playoff Committee Philosophies,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Saturday was a crazy day in the world of college football, and with plenty of upsets, we're going to learn the Playoff Committee's philosophies when p",0.0,unknown,https://deadspin.com/college-footballs-week-11-upsets-will-reveal-playoff-committee-philosophies/
"NFL Week 10 Best Betting Picks, Predictions for Sunday November 10th","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"It's Week 10 of the NFL season, and these are our top sports betting picks and predictions for the slate of games on November 10th.",0.0,unknown,https://deadspin.com/nfl-week-10-best-betting-picks-predictions-for-sunday-november-10th/
Lakers aim to benefit from comforts of home in clash vs. Raptors,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"The Los Angeles Lakers will look to remain perfect at home on the season when they host the Toronto Raptors on Sunday.,After opening with the franchis",0.0,unknown,https://deadspin.com/lakers-aim-to-benefit-from-comforts-of-home-in-clash-vs-raptors/
Frustrated Ducks aim to ignite offense vs. Blue Jackets,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Ducks coach Greg Cronin said his team's frustration is ""at a super-high level"" heading into Anaheim's Sunday night game against the Columbus Blue Jack",0.0,unknown,https://deadspin.com/frustrated-ducks-aim-to-ignite-offense-vs-blue-jackets/
"Jack Hughes, Devils get first look at Sharks' Macklin Celebrini","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Jack Hughes is on the verge of reaching a notable milestone in his young career, and the New Jersey Devils are constantly finding the back of the net",0.0,unknown,https://deadspin.com/jack-hughes-devils-get-first-look-at-sharks-macklin-celebrini/
BetBoom Team mount comeback to reach DreamLeague grand final,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"BetBoom Team rallied past Team Spirit for a 2-1 win on Saturday in the upper-bracket final at the DreamLeague Season 24 event. ,The win sends BetBoom",0.0,unknown,https://deadspin.com/betboom-team-mount-comeback-to-reach-dreamleague-grand-final/
Top 25 roundup: Georgia Tech pins No. 4 Miami with first loss,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Haynes King ran for a game-high 93 yards and a touchdown on Saturday to help Georgia Tech upset No. 4 Miami 28-23 in Atlanta.,King, who split time at",0.0,unknown,https://deadspin.com/top-25-roundup-georgia-tech-pins-no-4-miami-with-first-loss/
Top 25 roundup: Late surge lifts No. 11 Auburn past No. 4 Houston,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Chad Baker-Mazara took over down the stretch as the No. 11 Auburn Tigers beat the No. 4 Houston Cougars 74-69 in the second game of the Mattress Firm,0.0,unknown,https://deadspin.com/top-25-roundup-late-surge-lifts-no-11-auburn-past-no-4-houston/
"NBA roundup: Cavs stay perfect, stun Nets for 11-0 start","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Evan Mobley collected 23 points and 16 rebounds as the Cleveland Cavaliers, who trailed by 13 early in the fourth quarter, extended their season-openi",0.0,unknown,https://deadspin.com/nba-roundup-cavs-stay-perfect-stun-nets-for-11-0-start/
No. 9 BYU rallies past Utah on clutch field goal,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Will Ferrin kicked three field goals, the final one from 44 yards with three seconds left, and No. 9 BYU rallied to beat Utah 22-21 on Saturday night",0.0,unknown,https://deadspin.com/no-9-byu-rallies-past-utah-on-clutch-field-goal/
"Down 13 in 4th, Cavs rally past Nets for 11-0 start","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Evan Mobley collected 23 points and 16 rebounds as the Cleveland Cavaliers, who trailed by 13 early in the fourth quarter, extended their season-openi",0.0,unknown,https://deadspin.com/down-13-in-4th-cavs-rally-past-nets-for-11-0-start/
No. 8 Indiana holds off Michigan for first 10-win season,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Kurtis Rourke went 17-of-28 passing for 206 yards and two touchdowns to lead No. 8 Indiana to a 20-15 win over Michigan in Bloomington on Saturday.,In",0.0,unknown,https://deadspin.com/no-8-indiana-holds-off-michigan-for-first-10-win-season/
NHL roundup: Jets (14-1) off to best start in league history,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"The Winnipeg Jets now boast the greatest start to a season in NHL history, becoming the first team to win 14 of its opening 15 games by beating the vi",0.0,unknown,https://deadspin.com/nhl-roundup-jets-14-1-off-to-best-start-in-league-history/
John Mateer (5 TDs) leads No. 21 Washington St. past Utah St.,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,John Mateer threw for four touchdowns and ran for a fifth Saturday night as No. 21 Washington State kept its longshot hopes of a College Football Play,0.0,unknown,https://deadspin.com/john-mateer-5-tds-leads-no-21-washington-st-past-utah-st/
"Avs score 5 in 2nd, halt Hurricanes' win streak at 8","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Nathan MacKinnon and Artturi Lehkonen scored 53 seconds apart in a five-goal second period, and the Colorado Avalanche beat Carolina 6-4 in Denver on",0.0,unknown,https://deadspin.com/avs-score-5-in-2nd-halt-hurricanes-win-streak-at-8/
Jets rout Stars to make NHL history for best start to a season,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"The Winnipeg Jets now boast the greatest start to a season in NHL history, as they became the first team to win 14 of their opening 15 games by beatin",0.0,unknown,https://deadspin.com/jets-rout-stars-to-make-nhl-history-for-best-start-to-a-season/
NASCAR Hall of Famer Bobby Allison dies at 86,"Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"NASCAR Hall of Famer Bobby Allison, the founder of racing's ""Alabama Gang,"" died on Saturday. He was 86. ,Allison has his name littered throughout the",0.0,unknown,https://deadspin.com/nascar-hall-of-famer-bobby-allison-dies-at-86/
"Clippers nip Raptors, extend win streak to four games","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,"Norman Powell and James Harden each scored 24 points, and the Los Angeles Clippers sent the visiting Toronto Raptors to their third consecutive loss t",0.0,unknown,https://deadspin.com/clippers-nip-raptors-extend-win-streak-to-four-games/
"Collin Sexton, Jordan Clarkson help Jazz nip Spurs","Deadspin > Sports News Without Fear, Favor or Compromise",2024-11-10,Collin Sexton scored 23 points and Jordan Clarkson canned four key free throws in the final 12 seconds to help the visiting Utah Jazz beat the San Ant,0.0,unknown,https://deadspin.com/collin-sexton-jordan-clarkson-help-jazz-nip-spurs/
